Wall time,Step,Value
1654490580.017687,1000,41.67930603027344
1654490692.549284,2000,37.762638092041016
1654490737.179986,3000,8.034050941467285
1654490855.052844,4000,40.845970153808594
1654490902.2143328,5000,14.133333206176758
1654491008.875457,6000,40.92930603027344
1654491099.124429,7000,41.67930603027344
1654491187.76256,8000,34.595970153808594
1654491283.76881,9000,41.67930603027344
1654491377.442837,10000,38.762638092041016
1654491442.857881,11000,24.943002700805664
1654491539.5938282,12000,41.67930603027344
1654491638.4684548,13000,41.67930603027344
1654491701.83339,14000,13.225798606872559
1654491795.059242,15000,41.9376335144043
1654491864.195355,16000,30.845972061157227
1654491942.876354,17000,41.67930603027344
1654492020.094226,18000,41.71263885498047
1654492052.474738,19000,16.232982635498047
1654492123.0365288,20000,34.32275390625
1654492148.595108,21000,7.552518844604492
1654492188.663908,22000,13.110003471374512
1654492213.280701,23000,9.679920196533203
1654492242.41187,24000,12.27295970916748
1654492285.7882838,25000,10.882278442382812
1654492318.4154618,26000,16.299108505249023
1654492359.161424,27000,13.185379981994629
1654492426.244056,28000,39.12639236450195
1654492495.35301,29000,42.09589385986328
1654492524.795296,30000,13.514019966125488
1654492543.999764,31000,9.129561424255371
1654492611.883759,32000,39.67083740234375
1654492679.0077498,33000,39.4111328125
1654492740.596896,34000,35.694297790527344
1654492762.8936682,35000,7.3590521812438965
1654492792.3412638,36000,13.37985897064209
1654492822.977491,37000,15.66415786743164
1654492851.2650409,38000,13.942898750305176
1654492888.133527,39000,23.16559410095215
1654492948.6856582,40000,41.67930603027344
1654493004.448711,41000,36.66263961791992
1654493044.4688709,42000,26.55188751220703
1654493076.698197,43000,18.00946044921875
1654493101.4170449,44000,9.090179443359375
1654493119.4687161,45000,7.9718241691589355
1654493150.74761,46000,15.098237037658691
1654493176.884151,47000,10.878872871398926
1654493208.629217,48000,16.642148971557617
1654493236.97179,49000,15.29716968536377
1654493264.835988,50000,15.200774192810059
1654493293.6200168,51000,12.972829818725586
1654493320.2656362,52000,11.449959754943848
1654493358.595249,53000,24.407346725463867
1654493385.834835,54000,11.580062866210938
1654493412.7606668,55000,11.956541061401367
1654493453.085889,56000,25.803529739379883
1654493489.2842162,57000,25.739850997924805
1654493551.9749,58000,42.645973205566406
1654493586.7076118,59000,10.694666862487793
1654493635.206867,60000,30.530427932739258
1654493664.279588,61000,17.024362564086914
1654493722.356252,62000,38.487266540527344
1654493757.3579562,63000,18.246490478515625
1654493790.859497,64000,19.640426635742188
1654493851.758591,65000,41.82091522216797
1654493868.856708,66000,6.901244163513184
1654493911.448956,67000,22.075843811035156
1654493929.691385,68000,8.549766540527344
1654493971.694039,69000,21.802734375
1654493996.4855092,70000,16.480031967163086
1654494037.972527,71000,20.42112159729004
1654494098.535722,72000,41.67930603027344
1654494157.506708,73000,39.762638092041016
1654494182.010119,74000,15.175827026367188
1654494207.193863,75000,9.600691795349121
1654494256.865678,76000,35.36263656616211
1654494308.456615,77000,32.260868072509766
1654494343.832082,78000,16.187850952148438
1654494382.728663,79000,29.11964988708496
1654494445.852704,80000,42.218467712402344
1654494506.99859,81000,39.429115295410156
1654494536.055218,82000,12.670580863952637
1654494557.286452,83000,10.127496719360352
1654494598.070007,84000,20.284311294555664
1654494655.376983,85000,38.14451217651367
1654494704.117774,86000,34.33586883544922
1654494767.3137002,87000,41.67930603027344
1654494803.074584,88000,22.962993621826172
1654494864.3558211,89000,41.67930603027344
1654494895.331019,90000,9.740541458129883
1654494956.525285,91000,41.67930603027344
1654495008.968269,92000,36.37797546386719
1654495053.3146958,93000,31.55158233642578
1654495108.519531,94000,35.23735427856445
1654495160.66038,95000,32.73641586303711
1654495209.444006,96000,28.12868309020996
1654495271.306228,97000,41.67930603027344
1654495327.4837818,98000,36.45303726196289
1654495365.781973,99000,31.468299865722656
1654495426.860536,100000,40.69575500488281
