Wall time,Step,Value
1654483507.085221,1000,9.0
1654483551.8567822,2000,10.0
1654483627.764491,3000,26.899999618530273
1654483759.313069,4000,50.0
1654483876.858838,5000,50.0
1654483971.419599,6000,46.599998474121094
1654484055.559629,7000,50.0
1654484152.8897111,8000,49.5
1654484248.67018,9000,44.5
1654484360.873943,10000,41.0
1654484463.829976,11000,49.0
1654484568.836538,12000,50.0
1654484625.393636,13000,27.200000762939453
1654484737.913784,14000,50.0
1654484819.365037,15000,45.29999923706055
1654484913.420748,16000,45.29999923706055
1654485009.309846,17000,50.0
1654485087.8173518,18000,45.29999923706055
1654485189.787253,19000,50.0
1654485278.309626,20000,50.0
1654485360.437391,21000,45.400001525878906
1654485438.720459,22000,45.400001525878906
1654485528.684217,23000,48.29999923706055
1654485614.542403,24000,50.0
1654485701.9331882,25000,50.0
1654485781.157866,26000,44.400001525878906
1654485871.430391,27000,50.0
1654485949.628605,28000,44.5
1654486028.464062,29000,43.20000076293945
1654486111.54219,30000,45.29999923706055
1654486213.385833,31000,50.0
1654486301.435564,32000,45.400001525878906
1654486374.785325,33000,39.79999923706055
1654486459.769377,34000,42.599998474121094
1654486539.825366,35000,44.099998474121094
1654486623.204648,36000,50.0
1654486713.5500941,37000,50.0
1654486791.623193,38000,38.70000076293945
1654486874.288357,39000,47.20000076293945
1654486967.405409,40000,50.0
1654487026.401629,41000,38.099998474121094
1654487120.59294,42000,49.20000076293945
1654487196.9331331,43000,43.29999923706055
1654487298.805563,44000,46.70000076293945
1654487379.1314251,45000,48.20000076293945
1654487456.768461,46000,43.79999923706055
1654487519.840404,47000,36.099998474121094
1654487594.740265,48000,44.70000076293945
1654487670.255384,49000,40.0
1654487752.228684,50000,47.0
1654487825.677315,51000,43.5
1654487900.478635,52000,45.599998474121094
1654487971.857793,53000,41.79999923706055
1654488039.5565069,54000,34.0
1654488120.9740229,55000,48.099998474121094
1654488204.603033,56000,50.0
1654488257.084221,57000,33.400001525878906
1654488333.1352398,58000,43.599998474121094
1654488400.5519948,59000,37.900001525878906
1654488480.335773,60000,47.400001525878906
1654488565.7995698,61000,46.0
1654488624.147041,62000,31.299999237060547
1654488690.442091,63000,43.400001525878906
1654488762.043595,64000,43.29999923706055
1654488845.650753,65000,50.0
1654488927.69345,66000,45.099998474121094
1654489012.178155,67000,50.0
1654489078.144759,68000,35.5
1654489157.25778,69000,46.20000076293945
1654489210.846421,70000,28.100000381469727
1654489295.1959229,71000,49.20000076293945
1654489366.10557,72000,40.5
1654489443.321298,73000,40.900001525878906
1654489524.346692,74000,40.599998474121094
1654489605.898604,75000,45.29999923706055
1654489694.522364,76000,39.900001525878906
1654489763.3103628,77000,39.79999923706055
1654489899.2403631,78000,50.0
1654489988.825991,79000,48.400001525878906
1654490059.708771,80000,43.599998474121094
1654490144.535818,81000,49.099998474121094
1654490224.920214,82000,46.5
1654490305.337871,83000,44.79999923706055
1654490417.170783,84000,47.400001525878906
1654490535.864126,85000,43.599998474121094
1654490636.485816,86000,39.20000076293945
1654490713.905677,87000,41.70000076293945
1654490808.470985,88000,34.0
1654490893.919469,89000,37.400001525878906
1654490982.251965,90000,40.5
1654491067.68686,91000,45.900001525878906
1654491145.5716941,92000,43.400001525878906
1654491223.040787,93000,41.099998474121094
1654491307.272248,94000,45.29999923706055
1654491401.791052,95000,50.0
1654491482.897653,96000,41.70000076293945
1654491570.9638798,97000,42.599998474121094
1654491652.998824,98000,49.0
1654491728.042526,99000,32.099998474121094
1654491817.600089,100000,50.0
