Wall time,Step,Value
1654483728.842774,1000,41.67930603027344
1654483843.778947,2000,41.67930603027344
1654483946.316777,3000,41.67930603027344
1654484043.5308108,4000,41.67930603027344
1654484140.965471,5000,41.67930603027344
1654484174.7930439,6000,11.47499942779541
1654484215.434978,7000,10.566666603088379
1654484262.924874,8000,15.044194221496582
1654484301.155374,9000,9.008333206176758
1654484340.576017,10000,10.566666603088379
1654484386.02004,11000,14.125
1654484433.410474,12000,14.141666412353516
1654484468.011321,13000,10.367764472961426
1654484510.615716,14000,16.133333206176758
1654484550.062984,15000,10.083333015441895
1654484590.941186,16000,13.417724609375
1654484620.007603,17000,12.399999618530273
1654484663.4925382,18000,10.977361679077148
1654484697.302159,19000,10.75
1654484780.3210938,20000,34.154300689697266
1654484878.282154,21000,42.27930450439453
1654484947.737099,22000,29.228015899658203
1654484983.6345952,23000,17.445253372192383
1654485057.418848,24000,29.636157989501953
1654485121.197694,25000,21.687124252319336
1654485167.0780532,26000,20.398916244506836
1654485239.4788249,27000,29.135107040405273
1654485315.674659,28000,33.244686126708984
1654485392.5920188,29000,37.32094955444336
1654485471.6556008,30000,33.76261520385742
1654485543.242966,31000,33.53384780883789
1654485610.1402361,32000,35.011314392089844
1654485685.536049,33000,32.76118469238281
1654485733.998842,34000,22.515893936157227
1654485792.7316039,35000,26.83127784729004
1654485835.895061,36000,20.814319610595703
1654485915.0567749,37000,37.485111236572266
1654485983.4904609,38000,24.2515869140625
1654486038.234839,39000,28.935089111328125
1654486086.36132,40000,15.192930221557617
1654486110.9443588,41000,13.195269584655762
1654486167.0293,42000,11.183333396911621
1654486185.2490492,43000,7.900000095367432
1654486204.386793,44000,9.283333778381348
1654486288.625046,45000,34.31247329711914
1654486367.804204,46000,37.17930603027344
1654486445.0707898,47000,30.657581329345703
1654486492.443666,48000,26.404115676879883
1654486571.21314,49000,36.86137390136719
1654486639.977155,50000,32.63761520385742
1654486697.000032,51000,20.056316375732422
1654486741.9264839,52000,22.489648818969727
1654486806.285367,53000,24.582561492919922
1654486890.5097501,54000,36.67802047729492
1654486919.719852,55000,15.364316940307617
1654486992.7781818,56000,27.65049171447754
1654487033.5814478,57000,22.42281723022461
1654487093.840078,58000,20.92155647277832
1654487160.484176,59000,26.142135620117188
1654487196.405282,60000,23.621517181396484
1654487275.5956,61000,27.710010528564453
1654487332.337825,62000,24.922964096069336
1654487402.674974,63000,36.22804260253906
1654487473.8005838,64000,35.22804260253906
1654487551.945122,65000,36.554222106933594
1654487630.06998,66000,36.90287399291992
1654487713.685347,67000,43.02930450439453
1654487777.521525,68000,30.775474548339844
1654487851.310991,69000,36.02080535888672
1654487929.962792,70000,39.629302978515625
1654488011.5978482,71000,41.07097244262695
1654488094.075128,72000,42.68763732910156
1654488169.319744,73000,38.604305267333984
1654488243.192694,74000,36.56263732910156
1654488322.986256,75000,38.67097091674805
1654488412.242639,76000,42.604305267333984
1654488490.274657,77000,39.20281982421875
1654488556.8192692,78000,30.069664001464844
1654488641.175252,79000,40.92930603027344
1654488725.171561,80000,42.1292839050293
1654488802.421626,81000,39.520973205566406
1654488881.910269,82000,38.32097244262695
1654488966.552593,83000,41.65430450439453
1654489051.2225611,84000,42.7459716796875
1654489133.112016,85000,42.32930374145508
1654489231.137215,86000,42.87095260620117
1654489314.357741,87000,42.42097091674805
1654489387.588417,88000,35.095970153808594
1654489471.52789,89000,38.90430450439453
1654489556.062853,90000,42.22093200683594
1654489639.648746,91000,32.67093276977539
1654489728.673953,92000,33.69597244262695
1654489810.510287,93000,39.095970153808594
1654489941.9157639,94000,42.45430374145508
1654490023.925784,95000,39.387638092041016
1654490088.617897,96000,36.854305267333984
1654490181.0996978,97000,41.604305267333984
1654490263.248322,98000,39.720970153808594
1654490359.688305,99000,41.32930374145508
1654490493.586965,100000,42.30430603027344
