Wall time,Step,Value
1654483507.085325,1000,7.341308116912842
1654483551.856881,2000,8.274682998657227
1654483627.764574,3000,22.471721649169922
1654483759.3131552,4000,41.67930603027344
1654483876.858933,5000,41.67930603027344
1654483971.41968,6000,38.762638092041016
1654484055.5597172,7000,41.99578094482422
1654484152.889795,8000,42.00422668457031
1654484248.670264,9000,37.99221420288086
1654484360.874027,10000,34.7929573059082
1654484463.8300622,11000,41.44587326049805
1654484568.836624,12000,41.8292236328125
1654484625.393724,13000,24.34128189086914
1654484737.9138691,14000,41.787391662597656
1654484819.365119,15000,37.79417037963867
1654484913.420833,16000,38.48174285888672
1654485009.309932,17000,41.7290153503418
1654485087.817436,18000,38.16022872924805
1654485189.787338,19000,43.08483123779297
1654485278.309716,20000,44.54838943481445
1654485360.437473,21000,38.766021728515625
1654485438.720544,22000,38.76396942138672
1654485528.684299,23000,42.50056076049805
1654485614.542485,24000,44.11510467529297
1654485701.933274,25000,44.03909683227539
1654485781.157953,26000,37.9276237487793
1654485871.430476,27000,43.0909309387207
1654485949.632618,28000,39.68658447265625
1654486028.464148,29000,38.6990966796875
1654486111.559173,30000,41.52695846557617
1654486213.3860412,31000,43.1766471862793
1654486301.435647,32000,39.431941986083984
1654486374.7854102,33000,36.50006866455078
1654486459.769463,34000,38.685523986816406
1654486539.82545,35000,39.90302658081055
1654486623.204732,36000,44.00709533691406
1654486713.5501812,37000,44.714500427246094
1654486791.6232781,38000,34.87674331665039
1654486874.2884421,39000,42.139923095703125
1654486967.405492,40000,47.53578186035156
1654487026.4017138,41000,35.45214080810547
1654487120.593025,42000,43.282386779785156
1654487196.933374,43000,38.89976501464844
1654487298.805651,44000,41.43208312988281
1654487379.131511,45000,42.839969635009766
1654487456.7685492,46000,40.93571853637695
1654487519.840488,47000,34.23995590209961
1654487594.740351,48000,40.387386322021484
1654487670.2554722,49000,37.974273681640625
1654487752.228771,50000,42.48794937133789
1654487825.677407,51000,38.73298645019531
1654487900.478719,52000,41.33937072753906
1654487971.857877,53000,39.24820327758789
1654488039.5565891,54000,31.93117904663086
1654488120.9741068,55000,42.747493743896484
1654488204.603116,56000,45.02206802368164
1654488257.0843039,57000,31.08652687072754
1654488333.1353228,58000,41.86826705932617
1654488400.5520809,59000,35.96146774291992
1654488480.33586,60000,43.39915466308594
1654488565.799653,61000,40.35015869140625
1654488624.1471229,62000,28.752195358276367
1654488690.442178,63000,38.719905853271484
1654488762.043682,64000,38.23006057739258
1654488845.650839,65000,44.27320861816406
1654488927.693532,66000,43.137672424316406
1654489012.1782458,67000,41.67930603027344
1654489078.144841,68000,32.62832260131836
1654489157.257864,69000,41.42811584472656
1654489210.846508,70000,26.62583351135254
1654489295.196007,71000,45.11149978637695
1654489366.105653,72000,36.574886322021484
1654489443.321381,73000,37.6049919128418
1654489524.3467789,74000,36.047245025634766
1654489605.898696,75000,38.02729034423828
1654489694.5224478,76000,36.38700866699219
1654489763.310451,77000,37.362518310546875
1654489899.2404501,78000,43.516178131103516
1654489988.826089,79000,45.08296203613281
1654490059.70886,80000,40.083255767822266
1654490144.5358999,81000,46.46776580810547
1654490224.920298,82000,43.34059143066406
1654490305.337964,83000,40.569091796875
1654490417.1708648,84000,43.98561096191406
1654490535.8642108,85000,40.42341232299805
1654490636.4859588,86000,36.35946273803711
1654490713.9169059,87000,39.73702621459961
1654490808.47107,88000,30.978246688842773
1654490893.9195552,89000,35.259708404541016
1654490982.252052,90000,36.839351654052734
1654491067.686944,91000,42.19041442871094
1654491145.571777,92000,41.744319915771484
1654491223.0408762,93000,36.229942321777344
1654491307.272334,94000,39.15162658691406
1654491401.791138,95000,42.52001190185547
1654491482.8977349,96000,37.07474899291992
1654491570.963965,97000,37.321556091308594
1654491652.9989078,98000,46.32059097290039
1654491728.042612,99000,30.69341468811035
1654491817.6001742,100000,48.05048751831055
