Wall time,Step,Value
1654483577.604647,1000,26.700000762939453
1654483645.727131,2000,22.299999237060547
1654483724.182563,3000,33.29999923706055
1654483783.8250399,4000,15.899999618530273
1654483850.3515031,5000,30.600000381469727
1654483916.424097,6000,24.5
1654483947.003288,7000,17.200000762939453
1654484025.8553312,8000,34.20000076293945
1654484076.0265448,9000,30.600000381469727
1654484124.354928,10000,19.899999618530273
1654484168.844357,11000,21.299999237060547
1654484232.190043,12000,23.700000762939453
1654484282.163604,13000,20.799999237060547
1654484339.146562,14000,16.799999237060547
1654484399.056849,15000,23.399999618530273
1654484538.470279,16000,50.0
1654484647.84761,17000,48.70000076293945
1654484751.621902,18000,50.0
1654484849.3424692,19000,50.0
1654484940.165227,20000,50.0
1654485038.41846,21000,50.0
1654485139.762034,22000,50.0
1654485227.127442,23000,50.0
1654485318.055456,24000,48.400001525878906
1654485409.641776,25000,50.0
1654485490.0225432,26000,50.0
1654485580.6297421,27000,50.0
1654485664.0068748,28000,50.0
1654485753.376492,29000,50.0
1654485836.610128,30000,50.0
1654485950.069126,31000,50.0
1654486042.3580549,32000,50.0
1654486146.915749,33000,50.0
1654486244.2849112,34000,50.0
1654486332.241984,35000,50.0
1654486415.262541,36000,50.0
1654486514.7406662,37000,50.0
1654486601.7515361,38000,50.0
1654486684.5164201,39000,50.0
1654486771.241218,40000,47.400001525878906
1654486850.968117,41000,50.0
1654486947.12848,42000,50.0
1654487035.899117,43000,50.0
1654487133.277017,44000,50.0
1654487228.845073,45000,50.0
1654487318.763778,46000,50.0
1654487431.152021,47000,50.0
1654487513.685806,48000,50.0
1654487598.484343,49000,50.0
1654487685.8993878,50000,50.0
1654487768.744981,51000,50.0
1654487847.792541,52000,45.400001525878906
1654487932.378143,53000,50.0
1654488016.149821,54000,50.0
1654488098.280363,55000,50.0
1654488185.572343,56000,50.0
1654488275.0843909,57000,50.0
1654488356.8828511,58000,50.0
1654488438.37592,59000,50.0
1654488519.997337,60000,50.0
1654488605.180612,61000,50.0
1654488719.182966,62000,50.0
1654488801.823576,63000,50.0
1654488890.130198,64000,50.0
1654488973.9920352,65000,50.0
1654489057.6582642,66000,50.0
1654489139.5955331,67000,50.0
1654489235.952447,68000,50.0
1654489318.100609,69000,50.0
1654489405.6577652,70000,50.0
1654489504.688303,71000,50.0
1654489585.329414,72000,47.099998474121094
1654489675.321589,73000,50.0
1654489768.597701,74000,50.0
1654489906.3066518,75000,50.0
1654489994.451749,76000,50.0
1654490096.615937,77000,48.599998474121094
1654490183.462334,78000,48.099998474121094
1654490270.674571,79000,50.0
1654490374.680303,80000,50.0
1654490502.09679,81000,50.0
1654490607.0580978,82000,50.0
1654490720.133295,83000,50.0
1654490836.447187,84000,50.0
1654490943.924095,85000,50.0
1654491034.8474839,86000,50.0
1654491130.730169,87000,50.0
1654491228.3478642,88000,50.0
1654491326.482707,89000,50.0
1654491417.053632,90000,48.5
1654491513.3746471,91000,50.0
1654491606.513355,92000,48.20000076293945
1654491718.899758,93000,50.0
1654491808.459929,94000,50.0
1654491883.2567968,95000,49.70000076293945
1654491957.0684538,96000,48.099998474121094
1654492030.1327019,97000,50.0
1654492104.2704582,98000,48.70000076293945
1654492184.474721,99000,50.0
1654492272.700346,100000,47.599998474121094
